satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,eval_number,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,id_employee,age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,nombre_heures_travailless,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,nombre_employee_sous_responsabilite,distance_domicile_travail,niveau_education,domaine_etude,ayant_enfants,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel
4,3,2,4,2,3,E_1225,4,Non,25 %,1225,44,M,4541,Célibataire,Consulting,Assistant de Direction,1,80,20,20,11,Non,0,3,1,29,4,Autre,Y,Occasionnel,13,17
3,4,1,4,4,3,E_1226,3,Non,17 %,1226,20,M,2678,Célibataire,Commercial,Représentant Commercial,1,80,2,2,1,Non,0,2,1,21,3,Marketing,Y,Occasionnel,2,2
4,3,2,4,3,2,E_1228,3,Non,11 %,1228,46,M,7379,Divorcé(e),Consulting,Tech Lead,2,80,12,6,3,Non,1,3,1,2,4,Entrepreunariat,Y,Occasionnel,1,4
4,4,2,1,1,4,E_1231,3,Non,16 %,1231,42,M,6272,Marié(e),Ressources Humaines,Ressources Humaines,7,80,10,4,3,Non,1,3,1,2,5,Transformation Digitale,Y,Aucun,0,3
2,4,2,4,2,3,E_1233,3,Oui,18 %,1233,60,M,5220,Divorcé(e),Commercial,Cadre Commercial,0,80,12,11,7,Non,1,3,1,7,4,Marketing,Y,Occasionnel,1,9
3,2,1,2,3,3,E_1234,4,Non,20 %,1234,32,F,2743,Marié(e),Consulting,Consultant,1,80,2,2,2,Non,1,2,1,13,3,Autre,Y,Frequent,2,2
4,3,2,3,4,3,E_1235,3,Oui,14 %,1235,32,F,4998,Célibataire,Consulting,Assistant de Direction,4,80,10,8,7,Non,0,2,1,2,2,Infra & Cloud,Y,Frequent,0,7
3,1,3,1,3,3,E_1237,4,Oui,21 %,1237,36,F,10252,Divorcé(e),Consulting,Tech Lead,2,80,17,7,7,Non,1,2,1,1,3,Entrepreunariat,Y,Occasionnel,7,7
1,3,1,4,2,3,E_1238,3,Non,13 %,1238,33,M,2781,Marié(e),Consulting,Assistant de Direction,0,80,15,14,10,Non,1,5,1,9,3,Transformation Digitale,Y,Occasionnel,4,10
2,2,2,2,2,4,E_1239,3,Non,12 %,1239,40,F,6852,Divorcé(e),Commercial,Cadre Commercial,7,80,7,5,1,Non,1,2,1,10,3,Entrepreunariat,Y,Occasionnel,1,3
3,3,2,4,2,3,E_1240,3,Non,14 %,1240,25,M,4950,Célibataire,Commercial,Cadre Commercial,0,80,5,4,3,Non,0,4,1,10,4,Infra & Cloud,Y,Occasionnel,1,1
4,3,1,2,1,3,E_1241,4,Oui,21 %,1241,30,M,3579,Marié(e),Consulting,Assistant de Direction,0,80,12,11,9,Non,1,2,1,1,3,Transformation Digitale,Y,Occasionnel,5,7
1,3,3,1,3,3,E_1242,3,Oui,17 %,1242,42,F,13191,Marié(e),Consulting,Directeur Technique,3,80,20,1,0,Non,0,6,1,26,5,Transformation Digitale,Y,Frequent,0,0
3,2,3,4,2,2,E_1243,3,Oui,11 %,1243,35,F,10377,Marié(e),Commercial,Cadre Commercial,4,80,16,13,2,Non,1,6,1,8,2,Marketing,Y,Aucun,4,12
1,3,1,1,4,2,E_1244,3,Oui,14 %,1244,27,M,2235,Marié(e),Consulting,Assistant de Direction,1,80,9,9,7,Non,2,3,1,14,3,Infra & Cloud,Y,Occasionnel,6,8
4,3,3,3,1,1,E_1245,3,Non,17 %,1245,54,F,10502,Divorcé(e),Consulting,Tech Lead,7,80,33,5,4,Non,1,2,1,1,4,Infra & Cloud,Y,Frequent,1,4
1,4,1,4,4,3,E_1246,3,Non,13 %,1246,44,F,2011,Marié(e),Consulting,Assistant de Direction,1,80,10,10,5,Non,1,5,1,2,1,Infra & Cloud,Y,Occasionnel,7,7
1,2,1,2,2,4,E_1248,4,Oui,25 %,1248,19,F,1859,Célibataire,Consulting,Assistant de Direction,1,80,1,1,1,Oui,0,2,1,10,3,Transformation Digitale,Y,Aucun,0,0
1,3,1,4,1,3,E_1249,3,Non,15 %,1249,29,F,3760,Divorcé(e),Consulting,Assistant de Direction,1,80,3,3,2,Non,3,5,1,1,3,Infra & Cloud,Y,Occasionnel,1,2
4,3,4,4,1,3,E_1250,3,Non,14 %,1250,54,M,17779,Marié(e),Consulting,Directeur Technique,3,80,36,10,9,Non,0,2,1,3,3,Infra & Cloud,Y,Occasionnel,0,9
3,3,2,1,4,2,E_1251,3,Oui,12 %,1251,31,M,6833,Marié(e),Consulting,Manager,1,80,6,6,5,Non,0,2,1,11,2,Transformation Digitale,Y,Occasionnel,0,1
3,2,2,1,2,3,E_1252,3,Non,19 %,1252,31,F,6812,Célibataire,Consulting,Manager,1,80,10,10,9,Non,0,2,1,24,3,Transformation Digitale,Y,Occasionnel,1,8
3,2,2,4,4,3,E_1254,3,Non,17 %,1254,59,F,5171,Célibataire,Commercial,Cadre Commercial,5,80,13,6,1,Non,0,2,1,3,3,Infra & Cloud,Y,Occasionnel,0,5
3,1,5,4,2,3,E_1255,3,Non,14 %,1255,43,M,19740,Marié(e),Consulting,Directeur Technique,3,80,25,8,7,Non,1,2,1,3,3,Infra & Cloud,Y,Occasionnel,0,7
1,2,5,3,3,4,E_1256,3,Non,13 %,1256,49,M,18711,Marié(e),Consulting,Senior Manager,2,80,23,1,0,Non,1,2,1,4,2,Transformation Digitale,Y,Occasionnel,0,0
3,3,1,2,3,2,E_1257,3,Non,12 %,1257,36,M,3692,Marié(e),Consulting,Assistant de Direction,1,80,12,11,10,Non,0,2,1,3,3,Entrepreunariat,Y,Frequent,0,7
4,4,1,2,3,2,E_1258,3,Non,11 %,1258,48,M,2559,Célibataire,Consulting,Consultant,5,80,7,1,0,Non,0,4,1,2,2,Entrepreunariat,Y,Occasionnel,0,0
1,3,1,3,2,3,E_1259,3,Non,11 %,1259,27,M,2517,Divorcé(e),Consulting,Assistant de Direction,1,80,5,5,3,Non,3,2,1,4,2,Infra & Cloud,Y,Occasionnel,0,3
3,3,2,4,2,3,E_1260,3,Oui,11 %,1260,29,M,6623,Divorcé(e),Consulting,Manager,1,80,6,6,0,Non,2,2,1,7,3,Infra & Cloud,Y,Occasionnel,1,0
4,2,5,4,3,4,E_1263,3,Non,12 %,1263,48,M,18265,Célibataire,Consulting,Directeur Technique,6,80,25,1,0,Non,0,3,1,1,3,Infra & Cloud,Y,Occasionnel,0,0
4,2,4,4,2,2,E_1264,3,Non,14 %,1264,29,F,16124,Divorcé(e),Consulting,Directeur Technique,3,80,9,7,7,Non,2,2,1,1,3,Infra & Cloud,Y,Occasionnel,1,7
3,4,1,3,4,2,E_1265,3,Non,17 %,1265,34,F,2585,Marié(e),Consulting,Assistant de Direction,0,80,2,1,0,Non,0,5,1,20,3,Entrepreunariat,Y,Occasionnel,0,0
2,3,5,2,3,3,E_1267,3,Non,11 %,1267,44,M,18213,Marié(e),Commercial,Senior Manager,7,80,26,22,9,Non,1,5,1,5,3,Marketing,Y,Occasionnel,3,10
4,4,3,3,4,3,E_1268,3,Oui,14 %,1268,33,M,8380,Divorcé(e),Commercial,Cadre Commercial,0,80,10,9,8,Non,2,3,1,10,5,Marketing,Y,Occasionnel,0,8
2,4,1,4,4,3,E_1269,3,Oui,12 %,1269,19,F,2994,Célibataire,Consulting,Assistant de Direction,1,80,1,1,0,Non,0,2,1,25,3,Infra & Cloud,Y,Occasionnel,0,1
4,3,1,3,4,3,E_1270,4,Non,22 %,1270,23,M,1223,Marié(e),Consulting,Assistant de Direction,1,80,1,1,0,Non,1,2,1,1,2,Infra & Cloud,Y,Occasionnel,0,1
3,1,1,4,4,3,E_1273,3,Oui,14 %,1273,25,M,1118,Célibataire,Commercial,Représentant Commercial,1,80,1,1,0,Oui,0,4,1,24,1,Infra & Cloud,Y,Frequent,1,0
3,3,1,4,2,2,E_1275,4,Oui,20 %,1275,26,M,2875,Célibataire,Consulting,Assistant de Direction,1,80,8,8,5,Non,0,2,1,4,2,Infra & Cloud,Y,Occasionnel,2,2
1,1,5,2,1,3,E_1277,3,Oui,16 %,1277,45,F,18824,Célibataire,Commercial,Senior Manager,2,80,26,24,10,Oui,0,2,1,2,3,Marketing,Y,Occasionnel,1,11
4,2,4,2,4,3,E_1278,3,Oui,15 %,1278,55,M,13577,Divorcé(e),Consulting,Manager,1,80,34,33,9,Non,1,3,1,8,1,Transformation Digitale,Y,Aucun,15,0
1,2,1,3,3,1,E_1279,4,Non,20 %,1279,21,F,2625,Célibataire,Consulting,Consultant,1,80,2,2,2,Oui,0,2,1,10,2,Infra & Cloud,Y,Frequent,2,2
4,2,5,2,3,3,E_1280,3,Non,14 %,1280,46,F,18789,Marié(e),Commercial,Senior Manager,2,80,26,11,4,Non,1,2,1,4,2,Marketing,Y,Occasionnel,0,8
3,3,2,1,4,3,E_1281,3,Oui,12 %,1281,34,F,4538,Célibataire,Commercial,Cadre Commercial,0,80,4,3,2,Non,0,3,1,2,3,Marketing,Y,Occasionnel,0,2
4,3,5,2,1,2,E_1282,4,Oui,24 %,1282,51,M,19847,Divorcé(e),Commercial,Senior Manager,4,80,31,29,10,Non,1,5,1,9,3,Infra & Cloud,Y,Frequent,11,10
4,3,3,4,4,2,E_1283,3,Non,12 %,1283,59,M,10512,Célibataire,Consulting,Tech Lead,6,80,25,9,7,Non,0,6,1,18,4,Transformation Digitale,Y,Occasionnel,5,4
3,3,2,2,3,4,E_1285,3,Non,13 %,1285,34,F,4444,Divorcé(e),Consulting,Consultant,4,80,15,11,8,Non,2,2,1,19,3,Transformation Digitale,Y,Frequent,5,10
4,3,1,3,3,2,E_1286,3,Oui,11 %,1286,28,M,2154,Célibataire,Consulting,Consultant,0,80,5,4,2,Non,0,2,1,1,4,Transformation Digitale,Y,Frequent,0,2
3,4,5,1,4,2,E_1288,3,Non,14 %,1288,44,M,19190,Divorcé(e),Consulting,Senior Manager,1,80,26,25,9,Non,2,4,1,4,2,Infra & Cloud,Y,Occasionnel,14,13
3,2,2,2,4,4,E_1289,3,Non,11 %,1289,34,M,4490,Marié(e),Ressources Humaines,Ressources Humaines,4,80,14,10,9,Non,2,5,1,11,3,Infra & Cloud,Y,Frequent,1,8
3,3,1,3,4,3,E_1291,3,Oui,14 %,1291,35,M,3506,Marié(e),Consulting,Assistant de Direction,0,80,4,3,2,Non,0,3,1,6,1,Infra & Cloud,Y,Occasionnel,2,2
2,4,2,2,4,3,E_1292,3,Oui,16 %,1292,42,F,2372,Marié(e),Consulting,Assistant de Direction,6,80,18,1,0,Non,0,2,1,7,4,Transformation Digitale,Y,Occasionnel,0,0
4,2,3,4,4,4,E_1293,3,Non,14 %,1293,43,F,10231,Célibataire,Commercial,Cadre Commercial,3,80,23,21,7,Non,0,3,1,4,4,Marketing,Y,Occasionnel,15,17
3,3,2,2,4,3,E_1294,3,Oui,11 %,1294,36,F,5410,Célibataire,Consulting,Tech Lead,9,80,18,16,14,Non,0,2,1,2,4,Infra & Cloud,Y,Occasionnel,5,12
1,3,3,4,4,3,E_1295,3,Non,11 %,1295,44,F,7978,Marié(e),Consulting,Manager,1,80,10,10,7,Oui,1,2,1,15,3,Transformation Digitale,Y,Occasionnel,0,5
4,2,1,4,2,3,E_1296,3,Oui,12 %,1296,28,M,3867,Marié(e),Consulting,Consultant,1,80,2,2,2,Non,1,2,1,2,3,Infra & Cloud,Y,Frequent,2,2
2,2,1,3,2,2,E_1297,3,Non,14 %,1297,51,F,2838,Célibataire,Consulting,Consultant,0,80,8,7,0,Non,0,6,1,6,2,Transformation Digitale,Y,Frequent,7,7
3,3,2,3,3,3,E_1298,3,Oui,18 %,1298,30,F,4695,Célibataire,Consulting,Tech Lead,7,80,10,8,4,Non,0,3,1,9,2,Transformation Digitale,Y,Aucun,1,7
2,3,1,3,1,3,E_1299,3,Oui,13 %,1299,29,F,3339,Divorcé(e),Consulting,Consultant,3,80,10,7,7,Oui,2,2,1,7,3,Entrepreunariat,Y,Occasionnel,7,7
4,3,1,1,2,2,E_1301,3,Non,11 %,1301,28,M,2080,Célibataire,Consulting,Assistant de Direction,2,80,5,3,2,Non,0,2,1,1,3,Entrepreunariat,Y,Occasionnel,1,2
4,3,1,2,4,2,E_1303,3,Non,18 %,1303,25,F,2096,Célibataire,Consulting,Assistant de Direction,1,80,2,2,2,Non,0,3,1,1,3,Transformation Digitale,Y,Occasionnel,2,1
3,4,2,4,3,4,E_1304,3,Non,15 %,1304,32,M,6209,Marié(e),Commercial,Cadre Commercial,1,80,10,10,7,Non,2,4,1,8,3,Transformation Digitale,Y,Occasionnel,0,8
2,3,5,2,3,3,E_1306,4,Non,22 %,1306,45,F,18061,Célibataire,Consulting,Senior Manager,3,80,22,0,0,Non,0,4,1,25,3,Transformation Digitale,Y,Frequent,0,0
3,2,4,2,4,3,E_1307,3,Oui,13 %,1307,39,F,17123,Divorcé(e),Consulting,Senior Manager,6,80,21,19,9,Non,2,4,1,13,4,Transformation Digitale,Y,Occasionnel,15,2
1,3,1,3,4,3,E_1308,3,Non,12 %,1308,58,M,2372,Divorcé(e),Consulting,Assistant de Direction,1,80,2,2,2,Non,2,3,1,23,4,Infra & Cloud,Y,Occasionnel,2,2
4,3,2,3,1,3,E_1309,3,Non,18 %,1309,32,M,4883,Marié(e),Consulting,Consultant,1,80,10,10,4,Oui,1,3,1,7,2,Infra & Cloud,Y,Occasionnel,1,1
3,3,1,1,1,3,E_1310,3,Non,13 %,1310,39,M,3904,Célibataire,Consulting,Assistant de Direction,0,80,6,5,2,Oui,0,2,1,23,3,Transformation Digitale,Y,Occasionnel,0,3
1,2,2,4,1,3,E_1311,3,Non,12 %,1311,30,F,4627,Marié(e),Consulting,Consultant,0,80,10,9,2,Non,1,6,1,6,3,Entrepreunariat,Y,Occasionnel,6,7
4,3,3,3,1,3,E_1312,3,Non,12 %,1312,36,F,7094,Marié(e),Consulting,Manager,3,80,10,7,7,Non,0,0,1,10,4,Entrepreunariat,Y,Occasionnel,1,7
4,3,1,1,3,4,E_1314,3,Non,12 %,1314,46,F,3423,Célibataire,Ressources Humaines,Ressources Humaines,6,80,10,7,6,Non,0,3,1,1,2,Infra & Cloud,Y,Occasionnel,5,7
3,1,2,4,1,3,E_1315,3,Non,11 %,1315,28,F,6674,Marié(e),Consulting,Consultant,0,80,10,9,8,Non,3,6,1,1,3,Infra & Cloud,Y,Aucun,7,5
4,3,4,1,2,3,E_1317,3,Oui,11 %,1317,50,F,16880,Marié(e),Consulting,Directeur Technique,4,80,25,3,2,Non,0,2,1,28,3,Infra & Cloud,Y,Occasionnel,1,2
4,2,3,2,3,3,E_1318,3,Oui,12 %,1318,40,M,9094,Célibataire,Commercial,Cadre Commercial,2,80,9,5,4,Oui,0,2,1,25,4,Marketing,Y,Occasionnel,1,0
2,3,3,2,3,2,E_1319,3,Oui,19 %,1319,52,M,8446,Célibataire,Commercial,Cadre Commercial,9,80,10,8,7,Oui,0,2,1,5,3,Infra & Cloud,Y,Occasionnel,7,7
2,3,3,1,4,3,E_1321,4,Oui,23 %,1321,30,F,11916,Marié(e),Consulting,Senior Manager,1,80,9,9,1,Non,2,2,1,17,4,Transformation Digitale,Y,Occasionnel,0,8
1,3,2,3,1,3,E_1322,3,Non,11 %,1322,39,M,4534,Célibataire,Consulting,Tech Lead,0,80,9,8,7,Non,0,6,1,18,2,Infra & Cloud,Y,Occasionnel,1,7
4,3,3,3,1,2,E_1324,3,Oui,19 %,1324,31,F,9852,Divorcé(e),Commercial,Cadre Commercial,1,80,10,10,8,Non,1,5,1,2,4,Infra & Cloud,Y,Aucun,9,6
3,1,2,2,1,3,E_1329,3,Non,13 %,1329,41,M,6151,Célibataire,Commercial,Cadre Commercial,1,80,19,19,2,Non,0,4,1,10,2,Transformation Digitale,Y,Aucun,11,9
4,3,1,2,1,4,E_1331,3,Oui,11 %,1331,31,F,2302,Célibataire,Commercial,Représentant Commercial,1,80,3,3,2,Oui,0,2,1,1,3,Infra & Cloud,Y,Frequent,2,2
1,3,1,1,3,4,E_1333,3,Non,12 %,1333,44,M,2362,Marié(e),Consulting,Consultant,4,80,10,3,2,Oui,0,4,1,3,3,Infra & Cloud,Y,Occasionnel,1,2
3,3,4,3,4,2,E_1334,3,Oui,13 %,1334,42,M,17861,Marié(e),Consulting,Senior Manager,0,80,21,20,8,Non,0,3,1,2,1,Infra & Cloud,Y,Aucun,2,10
4,1,5,3,4,3,E_1336,3,Non,14 %,1336,55,F,19187,Marié(e),Consulting,Senior Manager,4,80,23,19,9,Non,1,5,1,2,2,Transformation Digitale,Y,Occasionnel,9,11
4,3,5,2,1,3,E_1338,3,Non,14 %,1338,56,M,19717,Célibataire,Ressources Humaines,Senior Manager,6,80,36,7,3,Non,0,4,1,8,4,Infra & Cloud,Y,Occasionnel,7,7
3,3,1,3,2,3,E_1340,3,Non,16 %,1340,40,M,3544,Divorcé(e),Consulting,Assistant de Direction,9,80,6,4,2,Non,1,0,1,16,2,Infra & Cloud,Y,Aucun,0,0
4,3,3,4,4,2,E_1344,3,Non,11 %,1344,34,M,8500,Divorcé(e),Consulting,Manager,0,80,10,9,7,Non,1,0,1,9,3,Infra & Cloud,Y,Occasionnel,1,6
3,3,2,4,3,3,E_1346,3,Non,13 %,1346,40,M,4661,Célibataire,Consulting,Assistant de Direction,1,80,9,9,8,Non,0,4,1,2,3,Infra & Cloud,Y,Occasionnel,8,8
3,3,2,1,4,3,E_1349,3,Non,17 %,1349,41,F,4103,Divorcé(e),Commercial,Cadre Commercial,0,80,10,9,3,Non,1,2,1,1,3,Marketing,Y,Frequent,1,7
3,3,2,3,2,3,E_1350,3,Oui,11 %,1350,35,M,4249,Célibataire,Consulting,Assistant de Direction,1,80,9,9,6,Non,0,3,1,4,4,Infra & Cloud,Y,Frequent,1,1
3,3,4,2,2,3,E_1352,3,Oui,11 %,1352,51,M,14026,Divorcé(e),Ressources Humaines,Senior Manager,1,80,33,33,9,Non,1,2,1,5,3,Infra & Cloud,Y,Occasionnel,0,10
2,3,2,1,4,3,E_1355,3,Non,15 %,1355,38,F,6893,Divorcé(e),Commercial,Cadre Commercial,3,80,11,7,7,Non,1,3,1,2,2,Infra & Cloud,Y,Occasionnel,1,7
3,3,2,1,4,4,E_1356,3,Non,12 %,1356,34,F,6125,Célibataire,Commercial,Cadre Commercial,1,80,10,10,8,Non,0,6,1,15,2,Transformation Digitale,Y,Occasionnel,9,6
4,3,1,4,3,2,E_1358,3,Non,11 %,1358,25,M,3669,Marié(e),Consulting,Consultant,3,80,7,3,2,Non,3,6,1,19,1,Transformation Digitale,Y,Occasionnel,1,2
3,2,3,1,4,2,E_1360,3,Oui,14 %,1360,58,F,10008,Marié(e),Consulting,Tech Lead,7,80,31,10,9,Oui,0,0,1,7,4,Transformation Digitale,Y,Occasionnel,5,9
2,3,1,2,3,3,E_1361,4,Non,22 %,1361,40,M,2387,Marié(e),Consulting,Consultant,3,80,7,4,2,Non,1,3,1,1,4,Infra & Cloud,Y,Occasionnel,0,3
1,4,2,1,4,2,E_1362,3,Non,16 %,1362,36,F,4639,Marié(e),Commercial,Cadre Commercial,2,80,17,15,7,Non,1,2,1,7,3,Marketing,Y,Frequent,6,13
4,3,3,4,3,3,E_1363,3,Non,11 %,1363,48,M,7898,Célibataire,Consulting,Tech Lead,1,80,11,10,9,Non,0,2,1,4,3,Infra & Cloud,Y,Occasionnel,0,8
3,4,1,4,2,3,E_1364,3,Non,14 %,1364,27,F,2534,Marié(e),Commercial,Représentant Commercial,8,80,5,1,0,Non,1,4,1,11,3,Transformation Digitale,Y,Occasionnel,0,0
4,2,4,2,2,2,E_1367,3,Non,16 %,1367,51,F,13142,Célibataire,Consulting,Tech Lead,3,80,29,5,2,Non,0,1,1,11,2,Entrepreunariat,Y,Occasionnel,0,3
4,3,1,4,3,4,E_1368,3,Non,15 %,1368,18,F,1611,Célibataire,Consulting,Consultant,1,80,0,0,0,Non,0,5,1,1,3,Infra & Cloud,Y,Aucun,0,0
4,2,2,4,2,3,E_1369,3,Non,12 %,1369,35,F,5363,Marié(e),Consulting,Consultant,0,80,10,9,7,Non,1,0,1,1,3,Transformation Digitale,Y,Occasionnel,0,0
4,1,2,4,2,3,E_1371,4,Non,20 %,1371,27,M,5071,Célibataire,Commercial,Cadre Commercial,3,80,8,6,2,Non,0,3,1,2,1,Infra & Cloud,Y,Frequent,0,0
1,4,4,3,3,2,E_1372,3,Oui,17 %,1372,55,M,13695,Célibataire,Commercial,Cadre Commercial,6,80,24,19,7,Oui,0,2,1,13,4,Marketing,Y,Occasionnel,3,8
4,3,4,2,1,3,E_1373,3,Oui,12 %,1373,56,M,13402,Marié(e),Consulting,Tech Lead,4,80,33,19,16,Non,1,0,1,23,3,Infra & Cloud,Y,Occasionnel,15,9
1,2,1,3,3,3,E_1374,4,Non,20 %,1374,34,F,2029,Divorcé(e),Consulting,Assistant de Direction,1,80,5,5,4,Non,3,2,1,26,1,Entrepreunariat,Y,Aucun,0,0
2,4,2,3,2,3,E_1375,4,Non,20 %,1375,40,F,6377,Divorcé(e),Consulting,Manager,5,80,15,12,11,Non,3,0,1,2,1,Transformation Digitale,Y,Occasionnel,11,8
2,3,2,3,1,3,E_1377,3,Non,13 %,1377,34,M,5429,Marié(e),Consulting,Consultant,4,80,10,8,7,Non,2,1,1,29,3,Transformation Digitale,Y,Occasionnel,7,7
3,2,1,4,3,4,E_1379,3,Non,14 %,1379,31,F,2785,Célibataire,Commercial,Représentant Commercial,7,80,3,1,0,Oui,0,3,1,2,3,Infra & Cloud,Y,Frequent,0,0
4,3,2,3,3,2,E_1380,3,Oui,18 %,1380,35,F,4614,Marié(e),Commercial,Cadre Commercial,0,80,5,4,2,Oui,1,0,1,18,4,Marketing,Y,Frequent,3,2
4,4,1,3,4,3,E_1382,3,Non,11 %,1382,38,M,2610,Divorcé(e),Consulting,Assistant de Direction,1,80,4,4,2,Non,3,2,1,7,3,Infra & Cloud,Y,Frequent,0,3
3,3,2,4,4,4,E_1383,3,Non,11 %,1383,34,F,6687,Célibataire,Consulting,Manager,1,80,14,14,11,Non,0,2,1,2,4,Entrepreunariat,Y,Occasionnel,4,11
3,2,2,1,3,3,E_1387,3,Non,11 %,1387,28,M,4724,Marié(e),Commercial,Cadre Commercial,1,80,5,5,3,Non,1,0,1,26,3,Infra & Cloud,Y,Occasionnel,0,4
4,3,2,3,4,2,E_1389,3,Oui,15 %,1389,31,M,6179,Marié(e),Consulting,Tech Lead,1,80,10,10,2,Oui,2,3,1,22,4,Transformation Digitale,Y,Occasionnel,6,7
1,2,2,4,4,4,E_1390,3,Oui,12 %,1390,39,M,6120,Marié(e),Commercial,Cadre Commercial,3,80,8,5,4,Non,2,2,1,21,4,Infra & Cloud,Y,Occasionnel,1,4
2,3,3,2,2,3,E_1391,3,Non,11 %,1391,51,M,10596,Marié(e),Commercial,Cadre Commercial,2,80,14,4,2,Non,0,5,1,2,3,Marketing,Y,Frequent,3,2
4,3,2,4,1,2,E_1392,3,Oui,14 %,1392,41,F,5467,Divorcé(e),Consulting,Assistant de Direction,3,80,12,6,2,Non,2,4,1,22,3,Infra & Cloud,Y,Frequent,3,3
3,3,1,3,4,3,E_1394,3,Oui,15 %,1394,37,M,2996,Marié(e),Consulting,Assistant de Direction,7,80,8,6,4,Non,0,2,1,4,1,Infra & Cloud,Y,Occasionnel,1,3
2,3,2,4,1,4,E_1395,3,Non,13 %,1395,33,M,9998,Marié(e),Commercial,Cadre Commercial,6,80,8,5,4,Non,0,2,1,5,1,Infra & Cloud,Y,Frequent,1,2
3,3,2,2,1,2,E_1396,3,Oui,13 %,1396,32,M,4078,Marié(e),Commercial,Cadre Commercial,0,80,4,3,2,Non,3,3,1,2,1,Marketing,Y,Occasionnel,1,2
3,3,3,3,2,3,E_1397,4,Non,21 %,1397,39,M,10920,Marié(e),Consulting,Manager,3,80,13,6,4,Non,1,2,1,25,2,Infra & Cloud,Y,Aucun,0,5
1,4,2,3,2,2,E_1399,3,Non,11 %,1399,25,M,6232,Marié(e),Commercial,Cadre Commercial,2,80,6,3,2,Non,0,3,1,18,1,Infra & Cloud,Y,Occasionnel,1,2
4,4,4,3,2,2,E_1401,3,Oui,11 %,1401,52,F,13247,Marié(e),Consulting,Tech Lead,2,80,24,5,3,Non,1,3,1,28,2,Transformation Digitale,Y,Frequent,0,2
1,2,2,3,1,1,E_1402,3,Oui,14 %,1402,43,F,4081,Célibataire,Consulting,Assistant de Direction,1,80,20,20,7,Non,0,3,1,6,3,Transformation Digitale,Y,Occasionnel,1,8
4,2,2,4,4,3,E_1403,3,Oui,11 %,1403,27,F,5769,Marié(e),Commercial,Cadre Commercial,1,80,6,6,2,Non,0,3,1,10,3,Marketing,Y,Occasionnel,4,4
4,3,1,3,4,3,E_1405,3,Oui,13 %,1405,27,F,2394,Célibataire,Consulting,Assistant de Direction,1,80,8,8,2,Oui,0,2,1,17,4,Infra & Cloud,Y,Occasionnel,7,7
1,2,1,4,4,3,E_1407,3,Non,12 %,1407,26,M,3904,Célibataire,Consulting,Assistant de Direction,0,80,5,4,3,Non,0,2,1,2,1,Transformation Digitale,Y,Occasionnel,1,1
3,3,4,1,3,3,E_1408,3,Non,14 %,1408,42,F,16799,Marié(e),Ressources Humaines,Senior Manager,0,80,21,20,7,Non,1,5,1,10,3,Ressources Humaines,Y,Occasionnel,0,9
3,3,1,1,3,1,E_1409,3,Non,13 %,1409,52,F,2950,Marié(e),Consulting,Consultant,9,80,12,5,4,Non,0,2,1,8,4,Autre,Y,Occasionnel,0,4
1,3,1,3,1,3,E_1411,3,Non,18 %,1411,37,F,3629,Célibataire,Consulting,Consultant,4,80,8,3,2,Non,0,6,1,11,3,Transformation Digitale,Y,Occasionnel,0,2
3,3,3,4,3,3,E_1412,3,Non,11 %,1412,35,M,9362,Célibataire,Consulting,Tech Lead,2,80,10,2,2,Non,0,2,1,18,2,Infra & Cloud,Y,Frequent,2,2
1,3,1,4,2,2,E_1415,3,Non,11 %,1415,25,M,3229,Marié(e),Consulting,Consultant,4,80,7,3,2,Non,1,2,1,1,3,Entrepreunariat,Y,Occasionnel,0,2
3,4,1,1,4,3,E_1417,3,Non,12 %,1417,26,M,3578,Célibataire,Consulting,Consultant,0,80,8,7,7,Non,0,2,1,7,3,Autre,Y,Occasionnel,0,7
2,2,3,1,1,2,E_1419,3,Non,13 %,1419,29,M,7988,Célibataire,Ressources Humaines,Ressources Humaines,1,80,10,10,9,Non,0,3,1,17,3,Autre,Y,Occasionnel,0,9
1,2,2,1,1,3,E_1420,4,Non,20 %,1420,49,M,4284,Célibataire,Consulting,Consultant,3,80,20,4,3,Oui,0,2,1,28,2,Infra & Cloud,Y,Frequent,1,3
3,3,3,4,1,3,E_1421,3,Oui,12 %,1421,29,F,7553,Célibataire,Consulting,Manager,0,80,9,8,7,Oui,0,1,1,14,1,Autre,Y,Frequent,7,7
4,3,4,4,4,2,E_1422,3,Non,19 %,1422,54,F,17328,Célibataire,Consulting,Directeur Technique,6,80,29,20,7,Non,0,3,1,1,3,Transformation Digitale,Y,Occasionnel,12,7
4,3,5,1,3,3,E_1423,4,Oui,21 %,1423,58,F,19701,Marié(e),Consulting,Directeur Technique,3,80,32,9,8,Non,1,3,1,1,3,Transformation Digitale,Y,Occasionnel,1,5
2,4,4,4,4,4,E_1424,3,Non,13 %,1424,55,M,14732,Divorcé(e),Consulting,Directeur Technique,2,80,31,7,7,Non,2,4,1,1,4,Transformation Digitale,Y,Occasionnel,0,0
